time,away_description,away_change,score,home_change,home_description
3:08.0,C. Anthony misses 2-pt layup from 1 ft (block by K. Irving), ,20-18, , 
3:06.0, , ,20-18, ,Defensive rebound by L. James
3:02.0, , ,20-21,+3,K. Korver makes 3-pt jump shot from 24 ft (assist by K. Irving)
2:47.0,L. Thomas makes 3-pt jump shot from 23 ft (assist by C. Anthony),+3,23-21, , 
2:32.0, , ,23-23,+2,K. Korver makes 2-pt jump shot from 18 ft (assist by L. James)
2:26.0,D. Rose makes 2-pt jump shot from 13 ft,+2,25-23, , 
2:26.0,Shooting foul by K. Irving (drawn by D. Rose), ,25-23, , 
2:26.0, , ,25-23, ,R. Jefferson enters the game for L. James
2:26.0,D. Rose makes free throw 1 of 1,+1,26-23, , 
2:04.0, , ,26-26,+3,R. Jefferson makes 3-pt jump shot from 25 ft (assist by K. Korver)
1:51.0,C. Anthony misses 2-pt jump shot from 17 ft, ,26-26, , 
1:51.0, , ,26-26, ,Defensive rebound by R. Jefferson
1:40.0, , ,26-26, ,R. Jefferson misses 3-pt jump shot from 26 ft
1:39.0, , ,26-26, ,Offensive rebound by K. Irving
1:32.0, , ,26-26, ,Shooting foul by K. O'Quinn (drawn by R. Jefferson)
1:32.0, , ,26-27,+1,R. Jefferson makes free throw 1 of 2
1:32.0,W. Hernangómez enters the game for K. O'Quinn, ,26-27, , 
1:32.0,B. Jennings enters the game for D. Rose, ,26-27, , 
1:32.0, , ,26-28,+1,R. Jefferson makes free throw 2 of 2
1:14.0,C. Lee makes 2-pt jump shot from 20 ft (assist by B. Jennings),+2,28-28, , 
0:57.0, , ,28-30,+2,D. Williams makes 2-pt jump shot from 20 ft
0:42.0,L. Thomas makes 2-pt layup from 1 ft (assist by C. Anthony),+2,30-30, , 
0:31.0, , ,30-32,+2,K. Irving makes 2-pt jump shot from 16 ft
0:21.0,C. Anthony makes 3-pt jump shot from 24 ft (assist by B. Jennings),+3,33-32, , 
0:08.0, , ,33-34,+2,K. Irving makes 2-pt jump shot from 6 ft
0:04.0,Personal foul by D. Williams (drawn by C. Anthony), ,33-34, , 
0:04.0, , ,33-34, ,D. Liggins enters the game for K. Irving
11:40.0,K. Porziņģis makes 2-pt jump shot from 15 ft (assist by W. Hernangómez),+2,35-34, , 
11:23.0,Violation by K. Porziņģis (def goaltending), ,35-34, , 
11:23.0, , ,35-36,+2,R. Jefferson makes 2-pt layup from 1 ft (assist by L. James)
11:02.0,W. Hernangómez misses 2-pt layup from 1 ft, ,35-36, , 
10:59.0, , ,35-36, ,Defensive rebound by L. James
10:54.0, , ,35-39,+3,D. Williams makes 3-pt jump shot from 27 ft (assist by K. Korver)
10:45.0,Personal foul by C. Frye (drawn by W. Hernangómez), ,35-39, , 
10:35.0,B. Jennings makes 2-pt jump shot from 16 ft (assist by W. Hernangómez),+2,37-39, , 
10:28.0, , ,37-39, ,Personal foul by B. Jennings (drawn by D. Williams)
10:16.0, , ,37-41,+2,C. Frye makes 2-pt jump shot from 22 ft (assist by D. Williams)
10:07.0,B. Jennings misses 2-pt jump shot from 15 ft, ,37-41, , 
10:07.0, , ,37-41, ,Defensive rebound by D. Williams
9:58.0, , ,37-41, ,D. Williams misses 3-pt jump shot from 24 ft (block by B. Jennings)
9:57.0,Defensive rebound by W. Hernangómez, ,37-41, , 
9:37.0,Turnover by W. Hernangómez (bad pass; steal by K. Korver), ,37-41, , 
9:26.0, , ,37-41, ,Turnover by R. Jefferson (bad pass; steal by L. Thomas)
9:17.0,W. Hernangómez misses 2-pt jump shot from 16 ft, ,37-41, , 
9:16.0, , ,37-41, ,Defensive rebound by L. James
9:06.0, , ,37-44,+3,K. Korver makes 3-pt jump shot from 24 ft (assist by L. James)
8:50.0,J. Holiday makes 2-pt jump shot from 11 ft (assist by W. Hernangómez),+2,39-44, , 
8:35.0, , ,39-44, ,C. Frye misses 2-pt dunk at rim (block by K. Porziņģis)
8:31.0,Defensive rebound by J. Holiday, ,39-44, , 
8:22.0,Shooting foul by K. Korver (drawn by W. Hernangómez), ,39-44, , 
8:22.0,Official timeout, ,39-44, , 
8:22.0,W. Hernangómez makes free throw 1 of 2,+1,40-44, , 
8:22.0, , ,39-44, ,I. Shumpert enters the game for R. Jefferson
8:22.0,W. Hernangómez makes free throw 2 of 2,+1,41-44, , 
8:10.0, , ,41-46,+2,L. James makes 2-pt dunk at rim
7:57.0,W. Hernangómez misses 2-pt hook shot from 5 ft, ,41-46, , 
7:54.0, , ,41-46, ,Defensive rebound by C. Frye
7:45.0, , ,41-46, ,L. James misses 2-pt layup at rim
7:44.0,Defensive rebound by K. Porziņģis, ,41-46, , 
7:41.0,Shooting foul by I. Shumpert (drawn by B. Jennings), ,41-46, , 
7:41.0,B. Jennings makes free throw 1 of 2,+1,42-46, , 
7:41.0,K. O'Quinn enters the game for W. Hernangómez, ,42-46, , 
7:41.0,C. Anthony enters the game for L. Thomas, ,42-46, , 
7:41.0,B. Jennings makes free throw 2 of 2,+1,43-46, , 
7:24.0, , ,43-46, ,K. Korver misses 2-pt jump shot from 14 ft (block by J. Holiday)
7:24.0,Defensive rebound by K. Porziņģis, ,43-46, , 
7:16.0,B. Jennings misses 3-pt jump shot from 24 ft, ,43-46, , 
7:16.0,Offensive rebound by Team, ,43-46, , 
7:16.0, , ,43-46, ,T. Thompson enters the game for C. Frye
7:09.0,B. Jennings misses 2-pt jump shot from 15 ft, ,43-46, , 
7:09.0,Offensive rebound by K. Porziņģis, ,43-46, , 
7:09.0,K. Porziņģis misses 2-pt layup from 2 ft, ,43-46, , 
7:08.0, , ,43-46, ,Defensive rebound by K. Korver
6:54.0, , ,43-48,+2,I. Shumpert makes 2-pt jump shot from 19 ft (assist by L. James)
6:34.0,K. Porziņģis misses 2-pt jump shot from 3 ft (block by L. James), ,43-48, , 
6:33.0, , ,43-48, ,Defensive rebound by L. James
6:29.0, , ,43-48, ,Turnover by L. James (lost ball)
6:29.0, , ,43-48, ,K. Irving enters the game for L. James
6:11.0,K. Porziņģis misses 3-pt jump shot from 25 ft, ,43-48, , 
6:11.0,Offensive rebound by Team, ,43-48, , 
6:10.0,D. Rose enters the game for B. Jennings, ,43-48, , 
6:10.0,D. Rose misses 2-pt layup from 1 ft, ,43-48, , 
6:10.0, , ,43-48, ,Defensive rebound by K. Korver
6:02.0, , ,43-51,+3,D. Williams makes 3-pt jump shot from 24 ft (assist by K. Irving)
5:52.0,K. Porziņģis misses 3-pt jump shot from 27 ft, ,43-51, , 
5:51.0, , ,43-51, ,Defensive rebound by K. Irving
5:45.0, , ,43-51, ,K. Korver misses 3-pt jump shot from 27 ft
5:45.0,Defensive rebound by C. Anthony, ,43-51, , 
5:35.0,J. Holiday misses 3-pt jump shot from 26 ft, ,43-51, , 
5:35.0, , ,43-51, ,Defensive rebound by T. Thompson
5:27.0, , ,43-51, ,K. Korver misses 3-pt jump shot from 29 ft
5:27.0,Defensive rebound by C. Anthony, ,43-51, , 
5:22.0,Turnover by C. Anthony (bad pass; steal by I. Shumpert), ,43-51, , 
5:15.0, , ,43-51, ,K. Korver misses 3-pt jump shot from 24 ft
5:15.0,Defensive rebound by K. Porziņģis, ,43-51, , 
5:15.0,New York full timeout, ,43-51, , 
5:15.0, , ,43-51, ,R. Jefferson enters the game for K. Korver
5:15.0,C. Lee enters the game for K. Porziņģis, ,43-51, , 
5:15.0,L. Thomas enters the game for J. Holiday, ,43-51, , 
4:58.0,C. Anthony misses 2-pt jump shot from 6 ft, ,43-51, , 
4:58.0,Offensive rebound by C. Anthony, ,43-51, , 
4:57.0,C. Anthony misses 2-pt layup from 1 ft, ,43-51, , 
4:57.0,Offensive rebound by K. O'Quinn, ,43-51, , 
4:57.0,K. O'Quinn makes 2-pt layup from 1 ft,+2,45-51, , 
4:57.0,Shooting foul by T. Thompson (drawn by K. O'Quinn), ,45-51, , 
4:57.0,K. O'Quinn misses free throw 1 of 1, ,45-51, , 
4:56.0, , ,45-51, ,Defensive rebound by I. Shumpert
4:35.0, , ,45-54,+3,R. Jefferson makes 3-pt jump shot from 25 ft (assist by K. Irving)
4:20.0,C. Anthony makes 2-pt jump shot from 13 ft (assist by C. Lee),+2,47-54, , 
4:01.0, , ,47-57,+3,K. Irving makes 3-pt jump shot from 26 ft (assist by T. Thompson)
3:42.0,C. Anthony makes 2-pt layup from 2 ft,+2,49-57, , 
3:25.0, , ,49-57, ,Shooting foul by D. Rose (drawn by K. Irving)
3:25.0, , ,49-57, ,K. Irving misses free throw 1 of 3
3:25.0, , ,49-57, ,Offensive rebound by Team
3:25.0, , ,49-58,+1,K. Irving makes free throw 2 of 3
3:25.0, , ,49-58, ,L. James enters the game for D. Williams
3:25.0, , ,49-59,+1,K. Irving makes free throw 3 of 3
3:08.0,C. Anthony misses 2-pt jump shot from 10 ft, ,49-59, , 
3:06.0, , ,49-59, ,Defensive rebound by R. Jefferson
3:01.0, , ,49-59, ,K. Irving misses 3-pt jump shot from 25 ft
3:00.0,Defensive rebound by C. Lee, ,49-59, , 
2:48.0,C. Lee misses 2-pt jump shot from 17 ft, ,49-59, , 
2:48.0, , ,49-59, ,Defensive rebound by T. Thompson
2:30.0, , ,49-59, ,L. James misses 3-pt jump shot from 28 ft
2:29.0,Defensive rebound by L. Thomas, ,49-59, , 
2:13.0,Turnover by K. O'Quinn (lost ball), ,49-59, , 
2:13.0, , ,49-59, ,Cleveland full timeout
2:13.0,K. Porziņģis enters the game for K. O'Quinn, ,49-59, , 
2:13.0,W. Hernangómez enters the game for L. Thomas, ,49-59, , 
2:13.0, , ,49-59, ,K. Korver enters the game for R. Jefferson
2:05.0, , ,49-59, ,Turnover by K. Irving (bad pass)
1:52.0,Turnover by C. Anthony (bad pass; steal by I. Shumpert), ,49-59, , 
1:47.0, , ,49-59, ,Shooting foul by W. Hernangómez (drawn by L. James)
1:47.0, , ,49-60,+1,L. James makes free throw 1 of 2
1:47.0, , ,49-61,+1,L. James makes free throw 2 of 2
1:35.0,K. Porziņģis makes 2-pt jump shot from 14 ft (assist by C. Anthony),+2,51-61, , 
1:19.0, , ,51-64,+3,K. Korver makes 3-pt jump shot from 24 ft (assist by L. James)
0:58.0,K. Porziņģis misses 3-pt jump shot from 23 ft, ,51-64, , 
0:58.0, , ,51-64, ,Defensive rebound by K. Irving
0:51.0, , ,51-64, ,K. Korver misses 3-pt jump shot from 27 ft
0:49.0, , ,51-64, ,Offensive rebound by I. Shumpert
0:45.0, , ,51-66,+2,L. James makes 2-pt layup from 1 ft (assist by K. Korver)
0:38.0,D. Rose misses 2-pt layup from 2 ft (block by L. James), ,51-66, , 
0:38.0,Offensive rebound by Team, ,51-66, , 
0:29.0,Turnover by C. Lee (bad pass), ,51-66, , 
0:29.0,L. Thomas enters the game for K. Porziņģis, ,51-66, , 
0:09.0, , ,51-69,+3,I. Shumpert makes 3-pt jump shot from 25 ft (assist by L. James)
0:00.0,C. Anthony misses 3-pt jump shot from 26 ft, ,51-69, , 
0:00.0,Offensive rebound by Team, ,51-69, , 
11:46.0,Turnover by D. Rose (bad pass), ,51-69, , 
11:29.0, , ,51-72,+3,C. Frye makes 3-pt jump shot from 25 ft (assist by K. Irving)
11:14.0,C. Lee makes 3-pt jump shot from 23 ft (assist by D. Rose),+3,54-72, , 
10:53.0, , ,54-72, ,T. Thompson misses 2-pt layup from 1 ft (block by W. Hernangómez)
10:52.0,Defensive rebound by D. Rose, ,54-72, , 
10:45.0,Shooting foul by I. Shumpert (drawn by W. Hernangómez), ,54-72, , 
10:45.0,W. Hernangómez misses free throw 1 of 2, ,54-72, , 
10:45.0,Offensive rebound by Team, ,54-72, , 
10:45.0,W. Hernangómez makes free throw 2 of 2,+1,55-72, , 
10:34.0, , ,55-72, ,K. Irving misses 2-pt layup from 1 ft (block by W. Hernangómez)
10:32.0,Defensive rebound by D. Rose, ,55-72, , 
10:27.0,C. Lee makes 3-pt jump shot from 23 ft (assist by D. Rose),+3,58-72, , 
10:21.0, , ,58-72, ,K. Irving misses 2-pt layup from 2 ft (block by L. Thomas)
10:21.0,Defensive rebound by C. Lee, ,58-72, , 
10:02.0,C. Anthony makes 2-pt jump shot from 18 ft,+2,60-72, , 
10:02.0, , ,60-72, ,Cleveland full timeout
9:54.0, , ,60-72, ,Personal foul by L. Thomas (drawn by L. James)
9:40.0, , ,60-72, ,C. Frye misses 3-pt jump shot from 25 ft
9:40.0,Defensive rebound by W. Hernangómez, ,60-72, , 
9:29.0,C. Anthony misses 3-pt jump shot from 26 ft, ,60-72, , 
9:29.0, , ,60-72, ,Defensive rebound by L. James
9:16.0, , ,60-72, ,Personal block foul by C. Lee (drawn by I. Shumpert)
9:02.0, , ,60-72, ,L. James misses 2-pt jump shot from 9 ft
9:01.0,Defensive rebound by W. Hernangómez, ,60-72, , 
8:48.0,W. Hernangómez misses 2-pt layup from 3 ft, ,60-72, , 
8:46.0, , ,60-72, ,Defensive rebound by T. Thompson
8:41.0, , ,60-72, ,I. Shumpert misses 3-pt jump shot from 23 ft
8:40.0,Defensive rebound by L. Thomas, ,60-72, , 
8:22.0,D. Rose makes 2-pt layup from 1 ft,+2,62-72, , 
8:05.0, , ,62-72, ,Shooting foul by L. Thomas (drawn by L. James)
8:05.0, , ,62-72, ,L. James misses free throw 1 of 2
8:05.0, , ,62-72, ,Offensive rebound by Team
8:05.0, , ,62-72, ,L. James misses free throw 2 of 2
8:05.0, , ,62-72, ,K. Korver enters the game for C. Frye
8:05.0,M. Kuzminskas enters the game for L. Thomas, ,62-72, , 
8:03.0,Defensive rebound by C. Lee, ,62-72, , 
7:50.0,Turnover by C. Anthony (bad pass; steal by K. Irving), ,62-72, , 
7:44.0, , ,62-74,+2,K. Irving makes 2-pt layup from 3 ft
7:37.0,C. Lee misses 3-pt jump shot from 24 ft, ,62-74, , 
7:36.0, , ,62-74, ,Defensive rebound by T. Thompson
7:35.0, , ,62-74, ,Personal foul by M. Kuzminskas (drawn by T. Thompson)
7:22.0, , ,62-76,+2,T. Thompson makes 2-pt layup from 1 ft (assist by K. Irving)
7:12.0,W. Hernangómez makes 2-pt jump shot from 11 ft (assist by D. Rose),+2,64-76, , 
6:58.0, , ,64-78,+2,T. Thompson makes 2-pt layup from 2 ft (assist by L. James)
6:47.0,D. Rose misses 2-pt jump shot from 19 ft, ,64-78, , 
6:47.0,Offensive rebound by W. Hernangómez, ,64-78, , 
6:47.0,W. Hernangómez makes 2-pt layup from 2 ft,+2,66-78, , 
6:34.0, , ,66-78, ,Turnover by L. James (traveling)
6:18.0,W. Hernangómez misses 3-pt jump shot from 23 ft, ,66-78, , 
6:18.0, , ,66-78, ,Defensive rebound by T. Thompson
5:55.0, , ,66-78, ,I. Shumpert misses 3-pt jump shot from 26 ft
5:55.0,Defensive rebound by W. Hernangómez, ,66-78, , 
5:35.0,Personal foul by I. Shumpert (drawn by W. Hernangómez), ,66-78, , 
5:23.0,D. Rose misses 2-pt layup from 1 ft (block by T. Thompson), ,66-78, , 
5:21.0,Offensive rebound by W. Hernangómez, ,66-78, , 
5:20.0,Turnover by Team (shot clock), ,66-78, , 
5:04.0, , ,66-80,+2,K. Irving makes 2-pt jump shot from 12 ft
4:43.0,L. Thomas enters the game for M. Kuzminskas, ,66-80, , 
4:43.0,K. O'Quinn enters the game for W. Hernangómez, ,66-80, , 
4:37.0,Shooting foul by I. Shumpert (drawn by L. Thomas), ,66-80, , 
4:37.0,L. Thomas makes free throw 1 of 2,+1,67-80, , 
4:37.0, , ,67-80, ,R. Jefferson enters the game for I. Shumpert
4:37.0,B. Jennings enters the game for D. Rose, ,67-80, , 
4:37.0,L. Thomas makes free throw 2 of 2,+1,68-80, , 
4:21.0, , ,68-82,+2,K. Irving makes 2-pt jump shot from 15 ft
4:03.0,C. Anthony misses 2-pt jump shot from 12 ft, ,68-82, , 
4:02.0,Offensive rebound by B. Jennings, ,68-82, , 
3:53.0,B. Jennings misses 2-pt layup at rim (block by T. Thompson), ,68-82, , 
3:52.0,Offensive rebound by K. O'Quinn, ,68-82, , 
3:52.0,K. O'Quinn misses 2-pt layup from 2 ft, ,68-82, , 
3:50.0, , ,68-82, ,Defensive rebound by L. James
3:45.0, , ,68-82, ,Turnover by L. James (bad pass; steal by K. O'Quinn)
3:42.0,Personal foul by R. Jefferson (drawn by C. Anthony), ,68-82, , 
3:26.0,L. Thomas makes 2-pt jump shot from 5 ft (assist by B. Jennings),+2,70-82, , 
3:09.0, , ,70-82, ,K. Irving misses 3-pt jump shot from 25 ft
3:08.0,Defensive rebound by K. O'Quinn, ,70-82, , 
2:49.0,C. Anthony misses 2-pt layup from 1 ft, ,70-82, , 
2:48.0,Offensive rebound by Team, ,70-82, , 
2:48.0,New York full timeout, ,70-82, , 
2:48.0, , ,70-82, ,D. Williams enters the game for L. James
2:43.0,C. Anthony makes 2-pt jump shot from 16 ft (assist by L. Thomas),+2,72-82, , 
2:24.0, , ,72-85,+3,K. Korver makes 3-pt jump shot from 26 ft (assist by K. Irving)
2:10.0,C. Anthony makes 2-pt jump shot from 20 ft,+2,74-85, , 
1:52.0, , ,74-85, ,Offensive foul by T. Thompson (drawn by K. O'Quinn)
1:52.0, , ,74-85, ,Turnover by T. Thompson (offensive foul)
1:33.0,C. Anthony makes 2-pt jump shot from 14 ft,+2,76-85, , 
1:08.0, , ,76-85, ,D. Williams misses 3-pt jump shot from 24 ft
1:07.0,Defensive rebound by B. Jennings, ,76-85, , 
0:48.0,C. Lee misses 3-pt jump shot from 25 ft, ,76-85, , 
0:48.0, , ,76-85, ,Defensive rebound by T. Thompson
0:45.0, , ,76-85, ,Personal foul by B. Jennings (drawn by K. Irving)
0:45.0, , ,76-86,+1,K. Irving makes free throw 1 of 2
0:45.0, , ,76-87,+1,K. Irving makes free throw 2 of 2
0:33.0,B. Jennings makes 3-pt jump shot from 27 ft (assist by C. Anthony),+3,79-87, , 
0:15.0, , ,79-87, ,K. Irving misses 3-pt jump shot from 24 ft
0:15.0,Defensive rebound by C. Lee, ,79-87, , 
0:02.0,C. Anthony misses 3-pt jump shot from 24 ft, ,79-87, , 
0:01.0, , ,79-87, ,Defensive rebound by T. Thompson
11:48.0, , ,79-87, ,Personal foul by B. Jennings (drawn by D. Williams)
11:35.0, , ,79-87, ,L. James misses 3-pt jump shot from 25 ft
11:35.0,Defensive rebound by K. O'Quinn, ,79-87, , 
11:32.0, , ,79-87, ,Offensive charge foul by B. Jennings (drawn by K. Korver)
11:32.0,Turnover by B. Jennings (offensive foul), ,79-87, , 
11:20.0, , ,79-87, ,Personal foul by C. Anthony (drawn by C. Frye)
11:15.0, , ,79-90,+3,C. Frye makes 3-pt jump shot from 24 ft (assist by L. James)
10:54.0,B. Jennings misses 2-pt jump shot from 14 ft, ,79-90, , 
10:54.0, , ,79-90, ,Defensive rebound by L. James
10:48.0, , ,79-93,+3,K. Korver makes 3-pt jump shot from 26 ft (assist by L. James)
10:48.0,New York full timeout, ,79-93, , 
10:48.0,M. Kuzminskas enters the game for C. Anthony, ,79-93, , 
10:30.0,B. Jennings misses 3-pt jump shot from 26 ft, ,79-93, , 
10:30.0,Offensive rebound by L. Thomas, ,79-93, , 
10:24.0,Turnover by J. Holiday (back court), ,79-93, , 
10:20.0, , ,79-93, ,Personal foul by B. Jennings (drawn by R. Jefferson)
10:14.0, , ,79-95,+2,C. Frye makes 2-pt dunk at rim (assist by L. James)
9:57.0,K. O'Quinn makes 2-pt jump shot from 14 ft (assist by L. Thomas),+2,81-95, , 
9:57.0, , ,81-95, ,Turnover by L. James (bad pass; steal by B. Jennings)
9:53.0,B. Jennings misses 3-pt jump shot from 25 ft, ,81-95, , 
9:51.0, , ,81-95, ,Defensive rebound by L. James
9:51.0,D. Rose enters the game for K. O'Quinn, ,81-95, , 
9:51.0, , ,81-95, ,Personal foul by L. Thomas (drawn by L. James)
9:51.0,W. Hernangómez enters the game for B. Jennings, ,81-95, , 
9:44.0, , ,81-97,+2,L. James makes 2-pt layup from 1 ft
9:34.0,Turnover by M. Kuzminskas (lost ball; steal by D. Williams), ,81-97, , 
9:26.0, , ,81-97, ,C. Frye misses 3-pt jump shot from 24 ft
9:25.0,Defensive rebound by J. Holiday, ,81-97, , 
9:11.0,J. Holiday misses 2-pt jump shot from 21 ft, ,81-97, , 
9:10.0, , ,81-97, ,Defensive rebound by L. James
9:03.0, , ,81-99,+2,L. James makes 2-pt layup from 2 ft
9:03.0,New York full timeout, ,81-99, , 
9:03.0,C. Anthony enters the game for M. Kuzminskas, ,81-99, , 
9:03.0,C. Lee enters the game for J. Holiday, ,81-99, , 
8:48.0,L. Thomas misses 2-pt jump shot from 19 ft, ,81-99, , 
8:47.0, , ,81-99, ,Defensive rebound by L. James
8:40.0, , ,81-99, ,D. Williams misses 3-pt jump shot from 25 ft
8:39.0,Defensive rebound by W. Hernangómez, ,81-99, , 
8:31.0,L. Thomas misses 3-pt jump shot from 24 ft, ,81-99, , 
8:31.0, , ,81-99, ,Defensive rebound by Team
8:31.0,Loose ball foul by W. Hernangómez (drawn by C. Frye), ,81-99, , 
8:31.0, , ,81-100,+1,C. Frye makes free throw 1 of 2
8:31.0, , ,81-101,+1,C. Frye makes free throw 2 of 2
8:13.0,Shooting foul by R. Jefferson (drawn by C. Lee), ,81-101, , 
8:13.0,C. Lee makes free throw 1 of 2,+1,82-101, , 
8:13.0,C. Lee makes free throw 2 of 2,+1,83-101, , 
7:52.0, , ,83-103,+2,R. Jefferson makes 2-pt dunk at rim (assist by L. James)
7:36.0,L. Thomas misses 2-pt jump shot from 10 ft, ,83-103, , 
7:35.0,Offensive rebound by W. Hernangómez, ,83-103, , 
7:33.0,W. Hernangómez makes 2-pt layup from 1 ft,+2,85-103, , 
7:24.0, , ,85-103, ,Turnover by C. Frye (lost ball)
7:07.0,C. Lee makes 2-pt jump shot from 13 ft,+2,87-103, , 
6:50.0, , ,87-105,+2,C. Frye makes 2-pt jump shot from 22 ft (assist by L. James)
