time,away_description,away_change,score,home_change,home_description
4:40.0,M. Belinelli enters the game for T. Dorsey, ,48-41, , 
4:26.0, , ,48-41, ,A. Baynes misses 2-pt hook shot from 5 ft
4:24.0, , ,48-41, ,Offensive rebound by A. Nader
4:22.0, , ,48-43,+2,A. Nader makes 2-pt hook shot from 4 ft
4:07.0,D. Schröder makes 2-pt jump shot from 15 ft,+2,50-43, , 
3:57.0, , ,50-45,+2,J. Brown makes 2-pt layup at rim
3:35.0,M. Belinelli misses 3-pt jump shot from 25 ft, ,50-45, , 
3:34.0, , ,50-45, ,Defensive rebound by A. Horford
3:29.0, , ,50-45, ,J. Brown misses 3-pt jump shot from 28 ft
3:25.0,Defensive rebound by D. Schröder, ,50-45, , 
3:19.0,M. Belinelli makes 3-pt jump shot from 22 ft (assist by D. Schröder),+3,53-45, , 
2:59.0, , ,53-47,+2,A. Baynes makes 2-pt hook shot from 2 ft (assist by A. Horford)
2:58.0,Atlanta full timeout, ,53-47, , 
2:58.0, , ,53-47, ,J. Tatum enters the game for A. Nader
2:58.0,D. Dedmon enters the game for E. İlyasova, ,53-47, , 
2:58.0,T. Prince enters the game for K. Bazemore, ,53-47, , 
2:50.0,Turnover by T. Prince (bad pass; steal by J. Tatum), ,53-47, , 
2:48.0, , ,53-47, ,Personal foul by D. Dedmon (drawn by J. Tatum)
2:35.0, , ,53-49,+2,J. Tatum makes 2-pt layup from 1 ft
2:20.0,D. Schröder makes 2-pt jump shot from 14 ft,+2,55-49, , 
1:59.0, , ,55-49, ,J. Brown misses 3-pt jump shot from 24 ft
1:57.0, , ,55-49, ,Offensive rebound by T. Rozier
1:48.0, , ,55-51,+2,J. Brown makes 2-pt jump shot from 8 ft
1:38.0,D. Schröder misses 2-pt jump shot from 17 ft (block by A. Horford), ,55-51, , 
1:36.0, , ,55-51, ,Defensive rebound by A. Baynes
1:23.0, , ,55-53,+2,J. Tatum makes 2-pt jump shot from 19 ft (assist by A. Horford)
0:54.0,D. Dedmon misses 3-pt jump shot from 22 ft, ,55-53, , 
0:52.0, , ,55-53, ,Defensive rebound by A. Baynes
0:44.0, , ,55-53, ,T. Rozier misses 2-pt jump shot from 7 ft
0:42.0,Defensive rebound by Team, ,55-53, , 
0:42.0,M. Muscala enters the game for J. Collins, ,55-53, , 
0:31.0,M. Muscala misses 3-pt jump shot from 25 ft, ,55-53, , 
0:28.0, , ,55-53, ,Defensive rebound by A. Baynes
0:11.0, , ,55-53, ,J. Tatum misses 2-pt jump shot from 12 ft
0:08.0,Defensive rebound by D. Dedmon, ,55-53, , 
0:02.0,T. Prince misses 3-pt jump shot from 28 ft, ,55-53, , 
0:02.0,Offensive rebound by Team, ,55-53, , 
11:47.0, , ,55-53, ,A. Horford misses 2-pt jump shot from 14 ft
11:42.0,Defensive rebound by T. Prince, ,55-53, , 
11:28.0,D. Schröder misses 2-pt layup from 4 ft, ,55-53, , 
11:28.0,Offensive rebound by Team, ,55-53, , 
11:28.0, , ,55-53, ,Loose ball foul by J. Tatum (drawn by M. Plumlee)
11:24.0,Turnover by K. Bazemore (bad pass; steal by A. Horford), ,55-53, , 
11:16.0, , ,55-53, ,T. Rozier misses 2-pt jump shot from 18 ft
11:14.0,Defensive rebound by K. Bazemore, ,55-53, , 
11:11.0,Shooting foul by A. Horford (drawn by D. Schröder), ,55-53, , 
11:11.0,D. Schröder makes free throw 1 of 2,+1,56-53, , 
11:11.0,D. Schröder makes free throw 2 of 2,+1,57-53, , 
10:56.0, , ,57-56,+3,J. Brown makes 3-pt jump shot from 25 ft (assist by A. Baynes)
10:37.0,D. Schröder misses 2-pt layup from 2 ft, ,57-56, , 
10:35.0, , ,57-56, ,Defensive rebound by J. Tatum
10:30.0, , ,57-56, ,J. Brown misses 2-pt layup at rim
10:28.0,Defensive rebound by E. İlyasova, ,57-56, , 
10:23.0,E. İlyasova misses 3-pt jump shot from 26 ft, ,57-56, , 
10:20.0, , ,57-56, ,Defensive rebound by A. Horford
10:02.0, , ,57-58,+2,A. Horford makes 2-pt hook shot from 6 ft
9:46.0,K. Bazemore makes 2-pt layup from 1 ft (assist by M. Plumlee),+2,59-58, , 
9:46.0,Shooting foul by A. Horford (drawn by K. Bazemore), ,59-58, , 
9:46.0,K. Bazemore makes free throw 1 of 1,+1,60-58, , 
9:38.0, , ,60-58, ,Personal foul by E. İlyasova (drawn by A. Horford)
9:25.0, , ,60-60,+2,A. Horford makes 2-pt jump shot from 8 ft
9:10.0,D. Schröder misses 2-pt jump shot from 15 ft, ,60-60, , 
9:08.0, , ,60-60, ,Defensive rebound by Team
8:50.0, , ,60-63,+3,J. Brown makes 3-pt jump shot from 27 ft (assist by A. Horford)
8:34.0,Offensive foul by M. Plumlee (drawn by J. Brown), ,60-63, , 
8:34.0,Turnover by M. Plumlee (offensive foul), ,60-63, , 
8:21.0, , ,60-63, ,T. Rozier misses 2-pt jump shot from 8 ft
8:17.0, , ,60-63, ,Offensive rebound by A. Horford
8:17.0, , ,60-63, ,Shooting foul by D. Schröder (drawn by A. Baynes)
8:17.0, , ,60-64,+1,A. Baynes makes free throw 1 of 2
8:17.0, , ,60-65,+1,A. Baynes makes free throw 2 of 2
8:01.0,T. Prince makes 2-pt hook shot from 8 ft,+2,62-65, , 
7:42.0, , ,62-67,+2,A. Horford makes 2-pt hook shot from 8 ft (assist by A. Baynes)
7:26.0,E. İlyasova misses 2-pt jump shot from 11 ft, ,62-67, , 
7:23.0, , ,62-67, ,Defensive rebound by A. Baynes
7:14.0, , ,62-67, ,Shooting foul by K. Bazemore (drawn by T. Rozier)
7:14.0,Atlanta full timeout, ,62-67, , 
7:14.0,M. Belinelli enters the game for M. Plumlee, ,62-67, , 
7:14.0,D. Dedmon enters the game for K. Bazemore, ,62-67, , 
7:14.0, , ,62-67, ,T. Rozier misses free throw 1 of 2
7:14.0, , ,62-67, ,Offensive rebound by Team
7:14.0, , ,62-68,+1,T. Rozier makes free throw 2 of 2
6:58.0,E. İlyasova misses 2-pt hook shot from 4 ft, ,62-68, , 
6:56.0,Offensive rebound by Team, ,62-68, , 
6:42.0,T. Prince misses 2-pt dunk from 3 ft, ,62-68, , 
6:41.0,Offensive rebound by D. Schröder, ,62-68, , 
6:40.0,D. Schröder misses 3-pt jump shot from 25 ft, ,62-68, , 
6:39.0,Offensive rebound by T. Prince, ,62-68, , 
6:39.0,T. Prince makes 2-pt layup from 2 ft,+2,64-68, , 
6:39.0,Shooting foul by J. Brown (drawn by T. Prince), ,64-68, , 
6:39.0,T. Prince makes free throw 1 of 1,+1,65-68, , 
6:25.0, , ,65-71,+3,T. Rozier makes 3-pt jump shot from 24 ft (assist by A. Baynes)
6:01.0,M. Belinelli misses 3-pt jump shot from 26 ft, ,65-71, , 
6:00.0, , ,65-71, ,Defensive rebound by J. Brown
5:49.0, , ,65-73,+2,A. Baynes makes 2-pt layup at rim (assist by J. Tatum)
5:49.0, , ,65-73, ,Shooting foul by M. Belinelli (drawn by A. Baynes)
5:49.0, , ,65-74,+1,A. Baynes makes free throw 1 of 1
5:32.0,D. Schröder makes 2-pt jump shot from 6 ft (assist by M. Belinelli),+2,67-74, , 
5:08.0, , ,67-76,+2,A. Horford makes 2-pt hook shot from 8 ft
4:54.0,M. Belinelli misses 2-pt layup from 2 ft, ,67-76, , 
4:53.0,Offensive rebound by D. Dedmon, ,67-76, , 
4:53.0,D. Dedmon makes 2-pt layup at rim,+2,69-76, , 
4:44.0, , ,69-78,+2,J. Tatum makes 2-pt dunk from 1 ft (assist by T. Rozier)
4:32.0,Personal foul by J. Brown (drawn by M. Belinelli), ,69-78, , 
4:32.0,M. Belinelli misses free throw 1 of 2, ,69-78, , 
4:32.0,Offensive rebound by Team, ,69-78, , 
4:32.0, , ,69-78, ,A. Nader enters the game for J. Brown
4:32.0, , ,69-78, ,S. Ojeleye enters the game for A. Horford
4:32.0,J. Collins enters the game for E. İlyasova, ,69-78, , 
4:32.0,M. Belinelli makes free throw 2 of 2,+1,70-78, , 
4:17.0, , ,70-80,+2,J. Tatum makes 2-pt jump shot from 19 ft (assist by A. Baynes)
4:01.0,D. Schröder misses 2-pt layup from 1 ft, ,70-80, , 
4:00.0, , ,70-80, ,Defensive rebound by A. Baynes
3:51.0, , ,70-80, ,J. Tatum misses 2-pt layup from 3 ft
3:49.0,Defensive rebound by D. Dedmon, ,70-80, , 
3:40.0,Personal foul by S. Ojeleye (drawn by M. Belinelli), ,70-80, , 
3:40.0,M. Belinelli makes free throw 1 of 2,+1,71-80, , 
3:40.0,M. Delaney enters the game for T. Prince, ,71-80, , 
3:40.0,K. Bazemore enters the game for D. Schröder, ,71-80, , 
3:40.0,M. Belinelli makes free throw 2 of 2,+1,72-80, , 
3:27.0, , ,72-82,+2,T. Rozier makes 2-pt jump shot from 17 ft
3:08.0,D. Dedmon misses 3-pt jump shot from 24 ft, ,72-82, , 
3:06.0, , ,72-82, ,Defensive rebound by A. Baynes
2:51.0, , ,72-82, ,T. Rozier misses 2-pt jump shot from 8 ft
2:50.0,Defensive rebound by K. Bazemore, ,72-82, , 
2:40.0,J. Collins misses 2-pt layup from 3 ft, ,72-82, , 
2:38.0, , ,72-82, ,Defensive rebound by A. Baynes
2:24.0, , ,72-82, ,J. Tatum misses 2-pt jump shot from 12 ft
2:22.0,Defensive rebound by D. Dedmon, ,72-82, , 
2:10.0,K. Bazemore misses 3-pt jump shot from 23 ft, ,72-82, , 
2:08.0, , ,72-82, ,Defensive rebound by A. Baynes
2:06.0, , ,72-85,+3,T. Rozier makes 3-pt jump shot from 27 ft (assist by A. Baynes)
1:46.0,M. Belinelli misses 2-pt jump shot from 22 ft, ,72-85, , 
1:44.0, , ,72-85, ,Defensive rebound by J. Tatum
1:40.0, , ,72-85, ,Personal foul by J. Collins (drawn by J. Tatum)
1:40.0, , ,72-85, ,Boston full timeout
1:40.0,T. Dorsey enters the game for M. Delaney, ,72-85, , 
1:40.0, , ,72-86,+1,J. Tatum makes free throw 1 of 2
1:40.0, , ,72-87,+1,J. Tatum makes free throw 2 of 2
1:22.0,D. Dedmon makes 2-pt jump shot from 6 ft (assist by M. Belinelli),+2,74-87, , 
1:10.0, , ,74-87, ,Personal foul by M. Belinelli (drawn by T. Rozier)
1:10.0, , ,74-88,+1,T. Rozier makes free throw 1 of 2
1:10.0, , ,74-89,+1,T. Rozier makes free throw 2 of 2
1:00.0,K. Bazemore misses 3-pt jump shot from 24 ft, ,74-89, , 
0:58.0, , ,74-89, ,Defensive rebound by J. Tatum
0:49.0, , ,74-89, ,Shooting foul by K. Bazemore (drawn by J. Tatum)
0:49.0, , ,74-90,+1,J. Tatum makes free throw 1 of 2
0:49.0, , ,74-91,+1,J. Tatum makes free throw 2 of 2
0:30.0,Shooting foul by J. Tatum (drawn by T. Dorsey), ,74-91, , 
0:30.0,T. Dorsey misses free throw 1 of 2, ,74-91, , 
0:30.0,Offensive rebound by Team, ,74-91, , 
0:30.0,T. Dorsey makes free throw 2 of 2,+1,75-91, , 
0:13.0, , ,75-94,+3,T. Rozier makes 3-pt jump shot from 26 ft (assist by J. Tatum)
11:38.0,K. Bazemore misses 2-pt layup from 3 ft (block by D. Theis), ,75-94, , 
11:37.0, , ,75-94, ,Defensive rebound by A. Horford
11:32.0, , ,75-94, ,A. Nader misses 2-pt layup from 2 ft (block by J. Collins)
11:32.0, , ,75-94, ,Offensive rebound by Team
11:28.0, , ,75-94, ,J. Brown misses 2-pt jump shot from 20 ft
11:25.0,Defensive rebound by J. Collins, ,75-94, , 
11:10.0,K. Bazemore makes 3-pt jump shot from 26 ft (assist by T. Dorsey),+3,78-94, , 
10:56.0, , ,78-94, ,Offensive foul by J. Brown (drawn by I. Taylor)
10:56.0, , ,78-94, ,Turnover by J. Brown (offensive foul)
10:41.0,K. Bazemore misses 2-pt jump shot from 8 ft, ,78-94, , 
10:40.0, , ,78-94, ,Defensive rebound by A. Nader
10:40.0, , ,78-94, ,Personal foul by K. Bazemore
10:40.0,Technical foul by K. Bazemore, ,78-94, , 
10:40.0, , ,78-95,+1,A. Horford makes technical free throw
10:24.0, , ,78-95, ,A. Horford misses 2-pt jump shot from 18 ft
10:22.0,Defensive rebound by K. Bazemore, ,78-95, , 
10:15.0,T. Prince enters the game for K. Bazemore, ,78-95, , 
10:09.0,T. Prince makes 3-pt jump shot from 23 ft (assist by I. Taylor),+3,81-95, , 
9:55.0, , ,81-98,+3,J. Brown makes 3-pt jump shot from 25 ft (assist by D. Theis)
9:45.0,T. Prince makes 3-pt jump shot from 25 ft (assist by I. Taylor),+3,84-98, , 
9:24.0, , ,84-101,+3,A. Horford makes 3-pt jump shot from 25 ft (assist by J. Brown)
9:09.0,I. Taylor misses 2-pt layup from 1 ft, ,84-101, , 
9:08.0, , ,84-101, ,Defensive rebound by S. Ojeleye
9:03.0, , ,84-103,+2,J. Brown makes 2-pt jump shot from 15 ft
8:48.0,Shooting foul by D. Theis (drawn by T. Prince), ,84-103, , 
8:48.0,T. Prince makes free throw 1 of 2,+1,85-103, , 
8:48.0,E. İlyasova enters the game for J. Collins, ,85-103, , 
8:48.0,T. Prince makes free throw 2 of 2,+1,86-103, , 
8:31.0, , ,86-103, ,Turnover by J. Brown (bad pass; steal by T. Prince)
8:28.0,Shooting foul by A. Horford (drawn by T. Prince), ,86-103, , 
8:28.0,T. Prince makes free throw 1 of 2,+1,87-103, , 
8:28.0,D. Schröder enters the game for T. Dorsey, ,87-103, , 
8:28.0,T. Prince makes free throw 2 of 2,+1,88-103, , 
8:07.0, , ,88-103, ,A. Nader misses 3-pt jump shot from 26 ft
8:04.0,Defensive rebound by T. Prince, ,88-103, , 
7:55.0,T. Prince makes 2-pt layup from 1 ft,+2,90-103, , 
7:55.0,Shooting foul by J. Brown (drawn by T. Prince), ,90-103, , 
7:55.0, , ,90-103, ,T. Rozier enters the game for A. Horford
7:55.0,T. Prince makes free throw 1 of 1,+1,91-103, , 
7:42.0, , ,91-103, ,S. Ojeleye misses 3-pt jump shot from 25 ft
7:41.0, , ,91-103, ,Offensive rebound by T. Rozier
7:40.0, , ,91-103, ,T. Rozier misses 2-pt layup from 3 ft (block by M. Muscala)
7:39.0, , ,91-103, ,Offensive rebound by J. Brown
7:33.0, , ,91-103, ,D. Theis misses 2-pt jump shot from 13 ft
7:31.0,Defensive rebound by E. İlyasova, ,91-103, , 
7:19.0,D. Schröder makes 2-pt jump shot from 22 ft,+2,93-103, , 
6:55.0, , ,93-103, ,A. Nader misses 2-pt layup from 4 ft
6:55.0,Defensive rebound by I. Taylor, ,93-103, , 
6:37.0,T. Prince misses 3-pt jump shot from 30 ft, ,93-103, , 
6:34.0, , ,93-103, ,Defensive rebound by D. Theis
6:28.0, , ,93-103, ,A. Nader misses 3-pt jump shot from 23 ft
6:26.0, , ,93-103, ,Offensive rebound by Team
6:26.0, , ,93-103, ,Boston full timeout
6:26.0, , ,93-103, ,J. Tatum enters the game for A. Nader
6:14.0, , ,93-103, ,S. Ojeleye misses 3-pt jump shot from 22 ft
6:10.0, , ,93-103, ,Offensive rebound by T. Rozier
6:10.0, , ,93-106,+3,T. Rozier makes 3-pt jump shot from 28 ft
6:00.0,Turnover by E. İlyasova (bad pass; steal by J. Tatum), ,93-106, , 
5:57.0, , ,93-108,+2,J. Tatum makes 2-pt dunk from 2 ft
5:57.0,Atlanta full timeout, ,93-108, , 
5:57.0,M. Belinelli enters the game for T. Prince, ,93-108, , 
